CD TYPE STATUT (statuts);CODE STATUT (statuts);LABEL STATUT (statuts);LB TYPE STATUT (statuts);CD NOM (statuts)
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;85946
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;104340
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5325
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;124407
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;65356
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;96191
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;98312
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;127223
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;123960
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;128345
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;12113
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;127382
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;60400
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;89920
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;64069
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;121553
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2801
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3045
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;54265
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2563
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2437
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;103120
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;112421
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3153
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;837863
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;31895
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;127614
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;239064
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;101220
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;124740
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;249577
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2734
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;60127
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2938
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;99111
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3272
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2674
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3187
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;249398
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;974
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;85486
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;103301
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;131692
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;1934
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;65395
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;67606
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;125025
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;103245
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3089
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4619
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;128322
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;10813
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;116405
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3155
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;65290
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;6769
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;520902
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;977
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;103027
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;6294
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;23240
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;128782
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;117590
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;39092
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;67404
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;119556
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;94698
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;968
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;6111
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;88314
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3420
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;1970
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;102921
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;717437
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;99211
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4245
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;103857
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2808
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;88470
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;117056
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;1984
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3076
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;94945
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;95927
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;54029
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;118521
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;99233
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;93134
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;249487
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;60490
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;106226
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;86751
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;96226
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;1995
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;163435
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;8282
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;219768
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;62189
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;371411
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3422
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4851
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;125686
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;114664
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5348
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5828
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;99986
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;60345
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;115258
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;119698
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;89926
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;116405
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4127
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;129999
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;66121
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;30447
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;104302
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;103057
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;126332
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;91199
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;89415
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;80212
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;836246
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;60295
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;60927
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;133969
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4342
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3525
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;152082
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;64140
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4221
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;131033
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3352
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;88802
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;88952
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;97601
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;150360
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3076
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;67606
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3120
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;64242
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3716
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5325
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;249069
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;83890
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3586
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;249699
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;65456
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;6505
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;60856
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;248575
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;139770
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;99810
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;79921
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;80980
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;87905
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;96432
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;249402
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2563
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;31837
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;130599
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;66333
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;80980
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;249206
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;249550
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3302
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;126276
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;310
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;103862
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5617
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;99496
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;112590
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5362
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;99482
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;6550
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;88578
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;60383
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;11744
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2538
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;124699
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5984
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;88314
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2938
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2473
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;93190
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;105410
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4901
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;249379
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;249544
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;163435
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;126615
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2473
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;249604
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;814245
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;66030
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;94572
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;94273
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;61636
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3206
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3187
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;107085
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;128782
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;117587
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;99922
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2911
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;86124
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2911
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;90724
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;248787
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;128829
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2477
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3226
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;1972
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;224049
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;593311
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;86983
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;119149
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;105410
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;65327
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;281
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;125686
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;6468
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;247060
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;60418
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3716
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;111419
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;249113
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;86778
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;119556
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;53391
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;786469
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;126034
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;80224
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;91378
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;134622
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3302
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;97963
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4117
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;102929
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4367
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2666
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;60127
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;115998
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;86983
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;99881
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3402
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;85084
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;60731
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;83890
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;249228
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;786457
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;1998
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2559
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;128782
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;34443
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;107224
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;249107
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2500
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;351
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;138006
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2630
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;249259
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;123785
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;73533
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;99529
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;799
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;434079
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;124699
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2878
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3582
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;66333
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;138137
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;119509
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3067
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;119860
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;249269
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;99986
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;248727
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;6294
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;836203
REGL;;Protection et commercialisation de certaines espèces d'oiseaux sur le territoire français national : Article 3;Réglementation;2801
REGL;;Réglementation de la cueillette de certaines plantes sauvages dans le département de Loire-Atlantique : Article 6;Réglementation;97145
REGL;;Réglementation de la cueillette de certaines espèces végétales sauvages dans le département des Alpes-de-Haute-Provence : Article 6;Réglementation;125816
REGL;;Réglementation de la cueillette de certaines plantes sauvages dans le département du Jura : Article 2;Réglementation;103514
REGL;;Liste des espèces végétales faisant l'objet d'une réglementation de ramassage, de récolte ou de cession à titre gratuit ou onéreux dans le département du Loiret : Article 4;Réglementation;111815
REGL;;Réglementation de la cueillette de certaines plantes sauvages dans le département du Jura : Article 6;Réglementation;6748
REGL;;Protection des espèces végétales sauvages et champignons dans le département de l'Isère : Article 5;Réglementation;6789
REGL;;Protection des espèces végétales sauvages et champignons dans le département de l'Isère : Article 4;Réglementation;128345
REGL;;Liste des espèces végétales faisant l'objet d'une réglementation de ramassage, de récolte ou de cession à titre gratuit ou onéreux dans le département d'Eure-et-Loir : Article 3;Réglementation;115041
REGL;;Liste des espèces végétales faisant l'objet d'une réglementation de ramassage, de récolte ou de cession à titre gratuit ou onéreux dans le département d'Eure-et-Loir : Article 3;Réglementation;116460
REGL;;Liste des espèces végétales faisant l'objet d'une réglementation de ramassage, de récolte ou de cession à titre gratuit ou onéreux dans le département de Loir-et-Cher : Article 1;Réglementation;103057
REGL;;Réglementation de la cueillette de certaines espèces végétales sauvages dans le département du Finistère : Article 11;Réglementation;6790
REGL;;Application de la Convention CITES (Convention de Washington) au sein de l'Union européenne : Annexe B;Réglementation;497
REGL;;Réglementation de la cueillette de certaines plantes sauvages dans le département de Meurthe-et-Moselle : Article 2;Réglementation;6754
REGL;;Application de la Convention CITES (Convention de Washington) au sein de l'Union européenne : Annexe A;Réglementation;124699
REGL;;Réglementation de la cueillette de certaines espèces végétales sauvages dans le département des Alpes-de-Haute-Provence : Article 5;Réglementation;103514
REGL;;Réglementation de la cueillette de certaines plantes sauvages dans le département de Corse-du-Sud : Article 3;Réglementation;111815
REGL;;Protection et commercialisation de certaines espèces d'oiseaux sur le territoire français national : Article 3;Réglementation;4127
REGL;;Réglementation de la cueillette de certaines plantes sauvages dans le département de Haute-Corse : Article 2;Réglementation;6747
REGL;;Protection et commercialisation de certaines espèces d'oiseaux sur le territoire français national : Article 3;Réglementation;836222
REGL;;Liste des espèces de gibier dont la chasse est autorisée : Premier;Réglementation;2720
REGL;;Liste des espèces de gibier dont la chasse est autorisée : Premier;Réglementation;4137
REGL;;Protection et réglementation de certaines espèces végétales et champignons dans le département de la Drôme : Article 3;Réglementation;125816
REGL;;Réglementation de la cueillette de certaines espèces végétales sauvages dans le département du Finistère : Article 3;Réglementation;788981
REGL;;Réglementation de la cueillette de certaines plantes sauvages dans le département de Haute-Corse : Article 3;Réglementation;125816
REGL;;Réglementation de la cueillette de certaines plantes sauvages dans le département de Loire-Atlantique : Article 6;Réglementation;6754
REGL;;Application de la Convention CITES (Convention de Washington) au sein de l'Union européenne : Annexe B;Réglementation;146004
REGL;;Application de la Convention CITES (Convention de Washington) au sein de l'Union européenne : Annexe B;Réglementation;124699
REGL;;Protocole SPAW : Annexe 2;Réglementation;60889
REGL;;Réglementation de la cueillette de certaines plantes sauvages dans le département d'Ille-et-Vilaine : Article 2;Réglementation;109297
REGL;;Application de la Convention CITES (Convention de Washington) au sein de l'Union européenne : Annexe A;Réglementation;60577
REGL;;Liste des espèces végétales faisant l'objet d'une réglementation de ramassage, de récolte ou de cession à titre gratuit ou onéreux dans le département de Loir-et-Cher : Article 3;Réglementation;6747
REGL;;Liste des espèces végétales faisant l'objet d'une réglementation de ramassage, de récolte ou de cession à titre gratuit ou onéreux dans le département de Loir-et-Cher : Article 3;Réglementation;6789
REGL;;Réglementation de la cueillette de certaines plantes sauvages dans le département de la Lozère : Article 2;Réglementation;92282
REGL;;Protection et réglementation de certaines espèces végétales dans le département de la Loire : Article 4;Réglementation;119698
REGL;;Liste des espèces de gibier dont la chasse est autorisée : Premier;Réglementation;4142
REGL;;Liste des espèces de gibier dont la chasse est autorisée : Premier;Réglementation;4516
REGL;;Réglementation de la cueillette de certaines espèces végétales sauvages dans le département des Alpes-de-Haute-Provence : Article 6;Réglementation;94435
REGL;;Protection et réglementation de certaines espèces végétales et champignons dans le département de la Drôme : Article 2;Réglementation;92282
REGL;;Protection et commercialisation de certaines espèces d'oiseaux sur le territoire français national : Article 3;Réglementation;2001
REGL;;Application de la Convention CITES (Convention de Washington) au sein de l'Union européenne : Annexe A;Réglementation;3089
REGL;;Liste des espèces végétales faisant l'objet d'une réglementation de ramassage, de récolte ou de cession à titre gratuit ou onéreux dans le département d'Eure-et-Loir : Article 4;Réglementation;6748
REGL;;Réglementation de la cueillette de certaines espèces végétales sauvages dans le département des Alpes-de-Haute-Provence : Article 6;Réglementation;94579
REGL;;Application de la Convention CITES (Convention de Washington) au sein de l'Union européenne : Annexe B;Réglementation;719217
REGL;;Liste des espèces végétales faisant l'objet d'une réglementation de ramassage, de récolte ou de cession à titre gratuit ou onéreux dans le département d'Eure-et-Loir : Article 2;Réglementation;109297
REGL;;Liste des espèces végétales faisant l'objet d'une réglementation de ramassage, de récolte ou de cession à titre gratuit ou onéreux dans le département d'Eure-et-Loir : Article 4;Réglementation;94693
REGL;;Liste des espèces végétales faisant l'objet d'une réglementation de ramassage, de récolte ou de cession à titre gratuit ou onéreux dans le département d'Eure-et-Loir : Article 4;Réglementation;111815
